500;100;0.0029321349105721536,0.002117081735171601,0.0026767766251662357,0.003248504562719063,0.0026029019712066953,0.002461366917671881,0.002388820172191311,0.00334986610115224,0.0016906446866451841,0.0025368170839263925
1000;100;0.001861524530799023,0.0032077211884459565,0.004112249402237526,0.003049520609174834,0.0022943045396759407,0.0023703225257845437,0.0018857830925402886,0.0025425442511265803,0.002238741171254042,0.004314428403667786
500;200;0.0019331015013517724,0.0015885099037975324,0.0019148554335158524,0.002138469943504881,0.0016893093486632415,0.001964446432287768,0.002077032761195829,0.0038164007326664867,0.0019672751465071104,0.0013911072229881546
1000;200;0.0018150154066717689,0.004104228047329258,0.00283979003018231,0.003564207319404311,0.0010588584320504015,0.0027257370590642693,0.001636119217934974,0.001285507133060506,0.0017313043139627262,0.0021371378543893834
1000;50;0.0036206739189184474,0.00409121954163362,0.0023432523025944947,0.003078655943477765,0.004155397238028519,0.0025281636150002906,0.004033972801930908,0.0028997993337266962,0.002595019238502426,0.0026117949360402997
500;50;0.004335238603284831,0.0024152771767618503,0.004149201226541958,0.002433411953009802,0.0029377535930619394,0.0033087979583350446,0.0049033045442659386,0.0030597165784732832,0.002608632742194603,0.0037540822588013594
250;200;0.0029655278932542235,0.003416535063012046,0.005066929081500733,0.0036590738358349955,0.003542297937124228,0.0038637815761178394,0.0031886488423555587,0.0030375559510932215,0.003797755077768982,0.004013209827999408
250;100;0.0032712687959592086,0.004122022387997578,0.005072626382103017,0.004795591488945018,0.003728493412579552,0.00351890251137417,0.005157682611250043,0.005307449186422524,0.005585208316185149,0.004819810150080784
250;50;0.007104086044839758,0.006061926072568501,0.007393633578661299,0.008997481170817697,0.009612883359112595,0.008264232392530853,0.004382960650585191,0.008269640544389823,0.006527955055802675,0.005403322191089783
