201,3.133967196393971
202,3.297693665286539
203,3.429787331749795
204,3.4968464820741145
205,3.5468484150713055
206,3.6115661961023804
207,3.6691290111791024
208,3.74937212404218
209,3.771021385115584
210,3.8420395791438513
211,3.8827378435987527
212,3.907322132808756
213,3.9184564470755348
214,3.9765409399073897
215,3.9840161931158122
216,4.072998827310135
217,4.153203172512251
218,4.2832468978963405
219,4.301659788155621
220,4.312317634608809
221,4.371662355784077
222,4.436172447936546
223,4.43529580308903
224,4.437607680219603
225,4.430121504620353
226,4.445135528769249
227,4.433479913862543
228,4.434972891463087
229,4.431650593186365
230,4.439211063902454
231,4.429484957637437
232,4.4304936370381585
233,4.430510563552146
234,4.421506159191767
235,4.391503464496146
236,4.310492867411564
237,4.284774659670679
238,4.211733745507177
239,4.038807716415204
240,3.801344938677122
241,3.8787478667065973
242,3.6895919986418226
243,3.641009340350417
244,3.643701730473849
245,3.5629816334805784
246,3.498364763890177
247,3.5128787603282086
248,3.494620080331244
249,3.481686200232226
250,3.4896664541717333
251,3.481800141243552
252,3.480440426244716
253,3.4837597540307903
254,3.498345569752045
255,3.485452089957948
256,3.471691394467064
257,3.4787052056922274
258,3.471430944548278
259,3.4638981641124733
260,3.4722103102098654
261,3.4828462225231647
262,3.5291228226314404
263,3.5614292088715653
264,3.6746810289505456
265,3.7413826073638345
266,3.8802642868574466
267,4.042498738778202
268,4.078896853464028
269,4.087194042259806
270,4.080535693713312
271,4.083997937143052
272,4.078566226374094
273,4.103165109388193
274,4.085314186608406
275,4.111860276078793
276,4.117673903564505
277,4.112827992303233
278,4.133549109424637
279,4.139564653293905
280,4.134470478917973
281,4.116391873184747
282,4.1242886714371885
283,4.108123217471195
284,4.109695774280705
285,4.051294448188255
286,4.002180637497177
287,3.8897269284177565
288,3.6453996673124336
289,3.521000091887018
290,3.426548645409424
291,3.274127838413461
292,3.205720648094796
293,3.052806796493284
294,2.981783947592112
295,2.896902919218629
296,2.8376815117796825
297,2.8295125601819833
298,2.8305884742042293
299,2.789265235328529
300,2.7432508876684225
